trial_id,title,condition,intervention,phase,status,start_date,estimated_completion,sponsor,enrollment_target,primary_endpoint,location,inclusion_criteria,exclusion_criteria
NCT47421688,A Phase II Study of Combination therapy in Heart Failure,Heart Failure,Dietary supplement,II,Recruiting,2021-04-24,2023-03-29,NIH,233,Safety and efficacy of intervention in Heart Failure,Europe,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57095327,A Phase II Study of Novel pharmaceutical compound in Alzheimer's Disease,Alzheimer's Disease,Surgical procedure,II,Recruiting,2025-05-14,2027-08-02,Merck,47,Safety and efficacy of intervention in Alzheimer's Disease,Asia-Pacific,Adults aged 18-75 with confirmed Alzheimer's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT78754356,A Phase II Study of Combination therapy in Asthma,Asthma,Combination therapy,III,Terminated,2019-09-14,2024-05-23,GSK,1642,Safety and efficacy of intervention in Asthma,Asia-Pacific,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT44288805,A Phase III Study of Stem cell therapy in ADHD,ADHD,Combination therapy,II,Not yet recruiting,2021-02-15,2024-08-27,Pfizer,3976,Safety and efficacy of intervention in ADHD,United States,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT93967620,A Phase I Study of Medical device in Depression,Depression,Surgical procedure,III,Recruiting,2024-01-16,2025-05-05,GSK,51,Safety and efficacy of intervention in Depression,Europe,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT38410379,A Phase I Study of Immunotherapy in Diabetes Type 2,Diabetes Type 2,Vaccine,I,"Active, not recruiting",2025-07-15,2026-01-25,Johnson & Johnson,1137,Safety and efficacy of intervention in Diabetes Type 2,Global,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT30460456,A Phase II Study of Vaccine in Osteoarthritis,Osteoarthritis,Surgical procedure,I,Not yet recruiting,2022-03-17,2026-08-17,Novartis,962,Safety and efficacy of intervention in Osteoarthritis,United States,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT11778229,A Phase I Study of Immunotherapy in Prostate Cancer,Prostate Cancer,Stem cell therapy,III,Recruiting,2019-01-29,2022-05-02,Roche,3269,Safety and efficacy of intervention in Prostate Cancer,United States,Adults aged 18-75 with confirmed Prostate Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT65723891,A Phase IV Study of Gene therapy in HIV/AIDS,HIV/AIDS,Immunotherapy,II,Terminated,2024-02-08,2026-05-21,Pfizer,3719,Safety and efficacy of intervention in HIV/AIDS,United States,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT35058941,A Phase I Study of Vaccine in Hypertension,Hypertension,Behavioral intervention,III,"Active, not recruiting",2022-11-25,2027-06-25,NIH,1618,Safety and efficacy of intervention in Hypertension,Global,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT78527949,A Phase IV Study of Vaccine in Coronary Artery Disease,Coronary Artery Disease,Combination therapy,III,Terminated,2021-06-22,2025-12-24,NIH,1780,Safety and efficacy of intervention in Coronary Artery Disease,United States,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT63220088,A Phase II Study of Novel pharmaceutical compound in Depression,Depression,Novel pharmaceutical compound,I,Recruiting,2021-02-08,2023-09-08,Academic Medical Center,2640,Safety and efficacy of intervention in Depression,Global,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT20772511,A Phase II Study of Stem cell therapy in Bipolar Disorder,Bipolar Disorder,Immunotherapy,II,Recruiting,2020-08-29,2023-04-23,Roche,2261,Safety and efficacy of intervention in Bipolar Disorder,Global,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT43705575,A Phase IV Study of Combination therapy in Coronary Artery Disease,Coronary Artery Disease,Stem cell therapy,II,Completed,2025-06-19,2029-11-07,Novartis,113,Safety and efficacy of intervention in Coronary Artery Disease,Global,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57856929,A Phase III Study of Combination therapy in Multiple Sclerosis,Multiple Sclerosis,Stem cell therapy,I,Completed,2023-07-15,2027-05-30,Pfizer,748,Safety and efficacy of intervention in Multiple Sclerosis,United States,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT29756803,A Phase III Study of Dietary supplement in Diabetes Type 2,Diabetes Type 2,Combination therapy,IV,Recruiting,2019-10-12,2021-09-14,Roche,1122,Safety and efficacy of intervention in Diabetes Type 2,Asia-Pacific,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT29127432,A Phase III Study of Combination therapy in Hepatitis C,Hepatitis C,Gene therapy,IV,Completed,2019-09-22,2022-07-24,Novartis,3902,Safety and efficacy of intervention in Hepatitis C,Asia-Pacific,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57678673,A Phase III Study of Behavioral intervention in Psoriasis,Psoriasis,Vaccine,I,Terminated,2018-12-16,2019-06-22,Johnson & Johnson,4258,Safety and efficacy of intervention in Psoriasis,Europe,Adults aged 18-75 with confirmed Psoriasis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT45700436,A Phase III Study of Dietary supplement in Diabetes Type 1,Diabetes Type 1,Vaccine,III,Recruiting,2025-07-13,2027-03-28,NIH,3711,Safety and efficacy of intervention in Diabetes Type 1,Global,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT33357922,A Phase I Study of Vaccine in Osteoarthritis,Osteoarthritis,Medical device,IV,Terminated,2020-01-26,2024-03-21,Pfizer,1208,Safety and efficacy of intervention in Osteoarthritis,Asia-Pacific,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT92977404,A Phase I Study of Combination therapy in Asthma,Asthma,Immunotherapy,II,Completed,2020-01-30,2023-06-20,Merck,743,Safety and efficacy of intervention in Asthma,United States,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT91384928,A Phase III Study of Stem cell therapy in Sleep Apnea,Sleep Apnea,Immunotherapy,I,"Active, not recruiting",2020-12-28,2022-06-08,Novartis,200,Safety and efficacy of intervention in Sleep Apnea,Europe,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT55276138,A Phase IV Study of Combination therapy in Parkinson's Disease,Parkinson's Disease,Immunotherapy,IV,"Active, not recruiting",2020-12-19,2025-08-01,Roche,1811,Safety and efficacy of intervention in Parkinson's Disease,Global,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT85187587,A Phase I Study of Combination therapy in Asthma,Asthma,Gene therapy,IV,Not yet recruiting,2025-06-23,2029-08-13,Johnson & Johnson,4634,Safety and efficacy of intervention in Asthma,Global,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT27373022,A Phase I Study of Stem cell therapy in ADHD,ADHD,Immunotherapy,III,"Active, not recruiting",2022-10-19,2027-04-21,Novartis,3736,Safety and efficacy of intervention in ADHD,United States,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT14085595,A Phase III Study of Behavioral intervention in COPD,COPD,Medical device,IV,Terminated,2019-02-10,2022-09-21,Novartis,1408,Safety and efficacy of intervention in COPD,Asia-Pacific,Adults aged 18-75 with confirmed COPD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT49876948,A Phase IV Study of Novel pharmaceutical compound in Hypertension,Hypertension,Medical device,II,Not yet recruiting,2021-09-14,2025-05-06,Academic Medical Center,3521,Safety and efficacy of intervention in Hypertension,Global,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40316632,A Phase I Study of Stem cell therapy in Osteoarthritis,Osteoarthritis,Stem cell therapy,II,Not yet recruiting,2025-01-25,2027-07-14,Academic Medical Center,2480,Safety and efficacy of intervention in Osteoarthritis,United States,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT96583614,A Phase III Study of Vaccine in Depression,Depression,Novel pharmaceutical compound,IV,Not yet recruiting,2022-12-05,2027-11-16,NIH,3660,Safety and efficacy of intervention in Depression,Global,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT42149090,A Phase IV Study of Gene therapy in Parkinson's Disease,Parkinson's Disease,Behavioral intervention,I,Not yet recruiting,2020-06-16,2022-04-27,NIH,4775,Safety and efficacy of intervention in Parkinson's Disease,Europe,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT79898374,A Phase IV Study of Surgical procedure in Psoriasis,Psoriasis,Gene therapy,III,Terminated,2023-05-05,2024-05-02,Pfizer,2110,Safety and efficacy of intervention in Psoriasis,Asia-Pacific,Adults aged 18-75 with confirmed Psoriasis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT60513079,A Phase IV Study of Gene therapy in Osteoarthritis,Osteoarthritis,Vaccine,I,Suspended,2022-12-20,2025-08-30,NIH,365,Safety and efficacy of intervention in Osteoarthritis,United States,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT41446349,A Phase II Study of Combination therapy in Asthma,Asthma,Surgical procedure,III,Not yet recruiting,2025-09-10,2028-11-09,Johnson & Johnson,544,Safety and efficacy of intervention in Asthma,Asia-Pacific,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT80544724,A Phase IV Study of Novel pharmaceutical compound in HIV/AIDS,HIV/AIDS,Medical device,I,Completed,2023-05-27,2025-06-13,Academic Medical Center,2582,Safety and efficacy of intervention in HIV/AIDS,Global,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT95532123,A Phase III Study of Dietary supplement in Colorectal Cancer,Colorectal Cancer,Surgical procedure,IV,Terminated,2025-06-30,2028-09-14,NIH,2434,Safety and efficacy of intervention in Colorectal Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT17735418,A Phase I Study of Gene therapy in ADHD,ADHD,Surgical procedure,III,Terminated,2019-04-12,2020-01-26,Academic Medical Center,4451,Safety and efficacy of intervention in ADHD,Asia-Pacific,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT43548479,A Phase II Study of Combination therapy in Multiple Sclerosis,Multiple Sclerosis,Combination therapy,IV,Not yet recruiting,2019-03-19,2020-03-18,Merck,4778,Safety and efficacy of intervention in Multiple Sclerosis,Global,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT62338231,A Phase I Study of Stem cell therapy in Depression,Depression,Medical device,IV,Suspended,2021-06-24,2025-04-11,Roche,4197,Safety and efficacy of intervention in Depression,Europe,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT80425944,A Phase I Study of Gene therapy in Depression,Depression,Gene therapy,III,Recruiting,2019-01-07,2021-01-02,Merck,2303,Safety and efficacy of intervention in Depression,United States,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT48982168,A Phase III Study of Gene therapy in Lupus,Lupus,Novel pharmaceutical compound,III,Recruiting,2025-05-15,2027-10-27,Pfizer,2356,Safety and efficacy of intervention in Lupus,Europe,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT66169606,A Phase IV Study of Behavioral intervention in Sleep Apnea,Sleep Apnea,Combination therapy,III,Not yet recruiting,2024-09-28,2029-02-04,Roche,3277,Safety and efficacy of intervention in Sleep Apnea,Global,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT82611382,A Phase I Study of Dietary supplement in Parkinson's Disease,Parkinson's Disease,Surgical procedure,IV,Terminated,2024-02-19,2027-11-14,Roche,1758,Safety and efficacy of intervention in Parkinson's Disease,Europe,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT12439059,A Phase I Study of Gene therapy in Depression,Depression,Surgical procedure,III,Terminated,2023-12-05,2025-02-07,Johnson & Johnson,3917,Safety and efficacy of intervention in Depression,Europe,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT59786277,A Phase I Study of Behavioral intervention in Rheumatoid Arthritis,Rheumatoid Arthritis,Immunotherapy,I,Terminated,2024-05-10,2026-09-16,Roche,3363,Safety and efficacy of intervention in Rheumatoid Arthritis,Europe,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT20797527,A Phase IV Study of Immunotherapy in Heart Failure,Heart Failure,Dietary supplement,I,Completed,2025-05-22,2028-11-19,GSK,746,Safety and efficacy of intervention in Heart Failure,Europe,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT51437664,A Phase III Study of Combination therapy in Breast Cancer,Breast Cancer,Behavioral intervention,IV,Terminated,2024-04-03,2025-01-10,Novartis,510,Safety and efficacy of intervention in Breast Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Breast Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT89840953,A Phase III Study of Vaccine in Diabetes Type 2,Diabetes Type 2,Vaccine,III,Suspended,2020-04-09,2024-07-28,NIH,1006,Safety and efficacy of intervention in Diabetes Type 2,Europe,Adults aged 18-75 with confirmed Diabetes Type 2,"Pregnancy, severe comorbidities, previous treatment failure"
NCT87326081,A Phase II Study of Dietary supplement in Depression,Depression,Medical device,III,Not yet recruiting,2020-12-10,2022-06-14,GSK,3032,Safety and efficacy of intervention in Depression,Asia-Pacific,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT32131404,A Phase II Study of Vaccine in Hepatitis C,Hepatitis C,Behavioral intervention,IV,Not yet recruiting,2025-04-07,2025-12-06,Roche,2465,Safety and efficacy of intervention in Hepatitis C,Europe,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT46244644,A Phase I Study of Medical device in Colorectal Cancer,Colorectal Cancer,Dietary supplement,I,Completed,2021-06-30,2023-03-06,Academic Medical Center,3242,Safety and efficacy of intervention in Colorectal Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
